Order ID,Customer ID,Product ID,Order Date,Fulfillment Status
3206,4841,1078,2024-08-13 01:40:55.784940,On Time
3207,4285,1412,2024-08-15 01:40:55.784943,On Time
3208,4635,1421,2024-08-14 01:40:55.784947,Delayed
3209,4407,1182,2024-07-30 01:40:55.784951,On Time
3210,4185,1254,2024-08-16 01:40:55.784955,On Time
3211,4265,1463,2024-07-22 01:40:55.784958,On Time
3212,4211,1323,2024-07-26 01:40:55.784962,On Time
3213,4761,1139,2024-07-23 01:40:55.784966,On Time
3214,4654,1421,2024-08-12 01:40:55.784970,On Time
3215,4512,1087,2024-08-11 01:40:55.784973,Delayed
3216,4243,1425,2024-08-15 01:40:55.784977,On Time
3217,4924,1444,2024-07-18 01:40:55.784981,On Time
3218,4949,1201,2024-07-21 01:40:55.784984,On Time
3219,4691,1168,2024-07-20 01:40:55.784988,On Time
3220,4975,1235,2024-07-26 01:40:55.784992,Delayed
3221,4784,1222,2024-08-07 01:40:55.784996,On Time
3222,4906,1093,2024-08-15 01:40:55.784999,On Time
3223,4238,1276,2024-07-31 01:40:55.785003,On Time
3224,4179,1021,2024-07-29 01:40:55.785007,On Time
3225,4096,1477,2024-07-24 01:40:55.785011,On Time
3226,4396,1390,2024-07-30 01:40:55.785014,On Time
3227,4222,1173,2024-07-31 01:40:55.785018,On Time
3228,4842,1346,2024-07-21 01:40:55.785022,Delayed
3229,4649,1050,2024-08-11 01:40:55.785025,Delayed
3230,4432,1333,2024-08-02 01:40:55.785029,Delayed
3231,4642,1438,2024-08-16 01:40:55.785033,On Time
3232,4282,1362,2024-08-03 01:40:55.785036,On Time
3233,4718,1214,2024-07-21 01:40:55.785041,On Time
3234,4823,1481,2024-07-20 01:40:55.785045,On Time
3235,4577,1126,2024-07-26 01:40:55.785049,On Time
3236,4378,1180,2024-08-06 01:40:55.785052,On Time
3237,4865,1132,2024-08-06 01:40:55.785056,Delayed
3238,4586,1051,2024-07-18 01:40:55.785060,On Time
3239,4993,1348,2024-07-22 01:40:55.785063,On Time
3240,4179,1250,2024-08-15 01:40:55.785067,Delayed
3241,4316,1350,2024-08-09 01:40:55.785071,On Time
3242,4052,1116,2024-07-20 01:40:55.785074,Delayed
3243,4218,1138,2024-08-10 01:40:55.785078,On Time
3244,4980,1418,2024-07-18 01:40:55.785082,Delayed
3245,4319,1072,2024-08-01 01:40:55.785086,On Time
3246,4228,1305,2024-07-20 01:40:55.785089,On Time
3247,4250,1388,2024-08-11 01:40:55.785093,On Time
3248,4961,1284,2024-08-16 01:40:55.785097,On Time
3249,4485,1002,2024-07-22 01:40:55.785100,On Time
3250,4371,1343,2024-07-19 01:40:55.785104,On Time
3251,4292,1415,2024-07-24 01:40:55.785107,Delayed
3252,4090,1027,2024-08-14 01:40:55.785111,On Time
3253,4425,1258,2024-08-14 01:40:55.785115,On Time
3254,4047,1028,2024-08-01 01:40:55.785118,On Time
3255,4703,1056,2024-07-20 01:40:55.785122,On Time
3256,4030,1485,2024-08-10 01:40:55.785126,On Time
3257,4314,1064,2024-08-15 01:40:55.785129,Delayed
3258,4231,1074,2024-08-07 01:40:55.785133,On Time
3259,4357,1457,2024-08-07 01:40:55.785137,On Time
3260,4056,1120,2024-08-16 01:40:55.785141,On Time
3261,4484,1310,2024-07-20 01:40:55.785144,On Time
3262,4734,1288,2024-07-26 01:40:55.785148,On Time
3263,4149,1030,2024-07-18 01:40:55.785152,On Time
3264,4055,1024,2024-08-03 01:40:55.785156,On Time
3265,4377,1075,2024-07-26 01:40:55.785160,On Time
3266,4723,1278,2024-07-30 01:40:55.785163,On Time
3267,4892,1067,2024-07-21 01:40:55.785167,On Time
3268,4321,1131,2024-08-16 01:40:55.785171,On Time
3269,4258,1206,2024-08-14 01:40:55.785175,On Time
3270,4663,1411,2024-08-04 01:40:55.785178,On Time
3271,4234,1210,2024-07-19 01:40:55.785182,On Time
3272,4688,1447,2024-07-25 01:40:55.785186,On Time
3273,4787,1483,2024-08-16 01:40:55.785190,On Time
3274,4115,1373,2024-08-09 01:40:55.785193,On Time
3275,4764,1235,2024-07-27 01:40:55.785197,Delayed
3276,4009,1269,2024-08-16 01:40:55.785201,On Time
3277,4176,1189,2024-07-26 01:40:55.785205,Delayed
3278,4625,1058,2024-08-04 01:40:55.785208,On Time
3279,4534,1114,2024-08-14 01:40:55.785212,On Time
3280,4943,1499,2024-07-18 01:40:55.785216,Delayed
3281,4467,1159,2024-07-19 01:40:55.785220,On Time
3282,4205,1044,2024-07-21 01:40:55.785223,On Time
3283,4400,1006,2024-07-28 01:40:55.785227,Delayed
3284,4734,1015,2024-07-26 01:40:55.785231,On Time
3285,4763,1406,2024-08-11 01:40:55.785235,On Time
3286,4720,1030,2024-08-08 01:40:55.785238,On Time
3287,4435,1448,2024-07-28 01:40:55.785244,On Time
3288,4136,1438,2024-07-30 01:40:55.785248,On Time
3289,4152,1142,2024-08-04 01:40:55.785252,On Time
3290,4352,1222,2024-08-12 01:40:55.785256,On Time
3291,4495,1050,2024-07-31 01:40:55.785259,On Time
3292,4022,1196,2024-07-29 01:40:55.785263,On Time
3293,4104,1234,2024-07-23 01:40:55.785267,On Time
3294,4143,1316,2024-08-02 01:40:55.785271,On Time
3295,4318,1229,2024-07-28 01:40:55.785275,On Time
3296,4922,1280,2024-07-21 01:40:55.785278,On Time
3297,4851,1026,2024-08-01 01:40:55.785282,On Time
3298,4837,1488,2024-07-24 01:40:55.785286,On Time
3299,4496,1161,2024-08-03 01:40:55.785290,On Time
3300,4736,1103,2024-08-08 01:40:55.785293,On Time
3301,4610,1386,2024-08-09 01:40:55.785297,Delayed
3302,4192,1308,2024-08-02 01:40:55.785301,On Time
3303,4327,1273,2024-07-31 01:40:55.785304,On Time
3304,4290,1079,2024-08-06 01:40:55.785308,On Time
3305,4407,1133,2024-08-11 01:40:55.785312,On Time
3306,4765,1225,2024-07-24 01:40:55.785316,On Time
3307,4877,1009,2024-07-24 01:40:55.785319,On Time
3308,4202,1215,2024-08-02 01:40:55.785323,On Time
3309,4792,1006,2024-07-22 01:40:55.785327,On Time
3310,4856,1065,2024-07-18 01:40:55.785331,On Time
3311,4096,1491,2024-07-20 01:40:55.785335,On Time
3312,5000,1214,2024-08-01 01:40:55.785338,On Time
3313,4496,1186,2024-08-15 01:40:55.785342,On Time
3314,4015,1270,2024-07-25 01:40:55.785346,On Time
3315,4426,1064,2024-07-19 01:40:55.785349,On Time
3316,4394,1100,2024-07-18 01:40:55.785353,On Time
3317,4229,1191,2024-08-07 01:40:55.785357,On Time
3318,4025,1249,2024-07-31 01:40:55.785361,On Time
3319,4884,1228,2024-08-02 01:40:55.785365,On Time
3320,4836,1417,2024-07-20 01:40:55.785368,On Time
3321,4006,1243,2024-07-19 01:40:55.785372,On Time
3322,4832,1216,2024-07-24 01:40:55.785376,On Time
3323,4587,1181,2024-08-04 01:40:55.785380,On Time
3324,4871,1343,2024-08-14 01:40:55.785383,On Time
3325,4413,1413,2024-07-31 01:40:55.785387,Delayed
3326,4608,1128,2024-08-07 01:40:55.785391,On Time
3327,4023,1141,2024-08-08 01:40:55.785394,Delayed
3328,4618,1139,2024-08-09 01:40:55.785398,On Time
3329,4503,1040,2024-08-15 01:40:55.785402,On Time
3330,4201,1148,2024-08-01 01:40:55.785406,On Time
3331,4255,1204,2024-08-07 01:40:55.785409,Delayed
3332,4459,1236,2024-07-21 01:40:55.785413,On Time
3333,4342,1226,2024-08-05 01:40:55.785417,On Time
3334,4671,1498,2024-08-05 01:40:55.785421,On Time
3335,4979,1150,2024-07-23 01:40:55.785424,On Time
3336,4058,1413,2024-07-18 01:40:55.785428,On Time
3337,4991,1151,2024-07-30 01:40:55.785432,On Time
3338,4605,1160,2024-08-04 01:40:55.785436,On Time
3339,4748,1007,2024-08-12 01:40:55.785440,On Time
3340,4544,1262,2024-08-09 01:40:55.785443,On Time
3341,4479,1283,2024-07-29 01:40:55.785447,On Time
3342,4673,1442,2024-08-11 01:40:55.785451,On Time
3343,4554,1478,2024-07-28 01:40:55.785455,On Time
3344,4121,1020,2024-07-20 01:40:55.785458,Delayed
3345,4797,1086,2024-08-07 01:40:55.785462,On Time
3346,4581,1172,2024-07-25 01:40:55.785466,On Time
3347,4491,1270,2024-07-22 01:40:55.785470,On Time
3348,4834,1117,2024-07-18 01:40:55.785474,On Time
3349,4256,1096,2024-08-02 01:40:55.785477,On Time
3350,4355,1015,2024-08-10 01:40:55.785481,On Time
3351,4483,1012,2024-07-21 01:40:55.785485,On Time
3352,4919,1367,2024-08-03 01:40:55.785489,On Time
3353,4241,1201,2024-08-07 01:40:55.785492,On Time
3354,4238,1422,2024-07-23 01:40:55.785496,On Time
3355,4455,1242,2024-08-05 01:40:55.785500,On Time
3356,4874,1362,2024-07-31 01:40:55.785504,On Time
3357,4602,1469,2024-08-01 01:40:55.785508,On Time
3358,4365,1018,2024-07-26 01:40:55.785512,Delayed
3359,4468,1147,2024-08-05 01:40:55.785515,On Time
3360,4906,1181,2024-08-03 01:40:55.785519,Delayed
3361,4995,1354,2024-07-25 01:40:55.785523,On Time
3362,4087,1145,2024-07-26 01:40:55.785526,On Time
3363,4871,1048,2024-07-23 01:40:55.785530,On Time
3364,4682,1489,2024-08-05 01:40:55.785534,On Time
3365,4316,1093,2024-07-28 01:40:55.785538,Delayed
3366,4441,1212,2024-07-18 01:40:55.785542,On Time
3367,4182,1120,2024-08-01 01:40:55.785545,Delayed
3368,4157,1224,2024-07-19 01:40:55.785549,On Time
3369,4920,1498,2024-07-19 01:40:55.785553,On Time
3370,4261,1159,2024-07-23 01:40:55.785557,On Time
3371,4382,1194,2024-07-27 01:40:55.785562,On Time
3372,4088,1275,2024-07-25 01:40:55.785566,Delayed
3373,4104,1305,2024-08-14 01:40:55.785570,On Time
3374,4530,1056,2024-08-06 01:40:55.785574,On Time
3375,4063,1189,2024-08-05 01:40:55.785577,On Time
3376,4137,1292,2024-07-30 01:40:55.785581,On Time
3377,4714,1498,2024-07-29 01:40:55.785585,On Time
3378,4757,1025,2024-08-13 01:40:55.785589,On Time
3379,4505,1210,2024-08-07 01:40:55.785592,Delayed
3380,4706,1088,2024-07-28 01:40:55.785596,Delayed
3381,4893,1072,2024-08-07 01:40:55.785600,On Time
3382,4480,1248,2024-07-29 01:40:55.785603,On Time
3383,4400,1335,2024-08-10 01:40:55.785607,Delayed
3384,4466,1269,2024-07-24 01:40:55.785611,On Time
3385,4326,1074,2024-07-25 01:40:55.785614,On Time
3386,4648,1021,2024-07-20 01:40:55.785618,Delayed
3387,4110,1493,2024-08-12 01:40:55.785622,On Time
3388,4707,1177,2024-08-15 01:40:55.785626,On Time
3389,4156,1391,2024-07-19 01:40:55.785629,On Time
3390,4867,1465,2024-07-30 01:40:55.785633,On Time
3391,4199,1117,2024-07-20 01:40:55.785637,On Time
3392,4665,1367,2024-07-24 01:40:55.785641,Delayed
3393,4357,1020,2024-07-22 01:40:55.785645,On Time
3394,4366,1482,2024-07-29 01:40:55.785648,On Time
3395,4525,1016,2024-07-21 01:40:55.785652,On Time
3396,4950,1018,2024-07-27 01:40:55.785656,On Time
3397,4526,1372,2024-08-11 01:40:55.785660,On Time
3398,4350,1238,2024-07-23 01:40:55.785663,On Time
3399,4414,1114,2024-08-04 01:40:55.785667,On Time
3400,4978,1361,2024-08-04 01:40:55.785671,On Time
3401,4331,1099,2024-08-01 01:40:55.785675,On Time
3402,4681,1094,2024-08-02 01:40:55.785679,On Time
3403,4284,1191,2024-08-08 01:40:55.785683,On Time
3404,4031,1443,2024-07-28 01:40:55.785686,On Time
3405,4611,1377,2024-08-15 01:40:55.785690,On Time
3406,4153,1344,2024-07-21 01:40:55.785694,On Time
3407,4451,1356,2024-08-02 01:40:55.785698,On Time
3408,4827,1269,2024-08-04 01:40:55.785701,On Time
3409,4394,1435,2024-07-28 01:40:55.785705,On Time
3410,4576,1008,2024-08-01 01:40:55.785709,On Time
3411,4998,1280,2024-08-14 01:40:55.785713,On Time
3412,4263,1149,2024-07-31 01:40:55.785716,On Time
3413,4365,1452,2024-07-28 01:40:55.785720,On Time
3414,4774,1057,2024-08-12 01:40:55.785724,On Time
3415,4940,1039,2024-07-20 01:40:55.785728,On Time
3416,4372,1368,2024-08-02 01:40:55.785731,On Time
3417,4103,1390,2024-07-21 01:40:55.785735,On Time
3418,4775,1384,2024-08-13 01:40:55.785739,On Time
3419,4632,1241,2024-08-09 01:40:55.785743,On Time
3420,4315,1302,2024-08-03 01:40:55.785746,On Time
3421,4546,1297,2024-08-16 01:40:55.785750,On Time
3422,4267,1257,2024-08-09 01:40:55.785754,On Time
3423,4399,1430,2024-08-09 01:40:55.785758,On Time
3424,4243,1410,2024-07-22 01:40:55.785761,On Time
3425,4601,1174,2024-08-13 01:40:55.785765,On Time
3426,4906,1190,2024-08-14 01:40:55.785769,On Time
3427,4279,1252,2024-08-09 01:40:55.785772,Delayed
3428,4937,1438,2024-08-06 01:40:55.785776,Delayed
3429,4643,1164,2024-07-25 01:40:55.785780,Delayed
3430,4244,1241,2024-07-18 01:40:55.785784,Delayed
3431,4723,1396,2024-08-02 01:40:55.785787,On Time
3432,4292,1462,2024-08-08 01:40:55.785791,On Time
3433,4937,1271,2024-08-13 01:40:55.785795,On Time
3434,4843,1420,2024-07-23 01:40:55.785799,Delayed
3435,4673,1120,2024-08-16 01:40:55.785802,On Time
3436,4948,1281,2024-08-10 01:40:55.785806,On Time
3437,4663,1037,2024-08-11 01:40:55.785810,On Time
3438,4150,1152,2024-07-31 01:40:55.785813,On Time
3439,4313,1275,2024-08-07 01:40:55.785817,On Time
3440,4683,1475,2024-07-26 01:40:55.785821,On Time
3441,4074,1406,2024-07-19 01:40:55.785825,On Time
3442,4883,1270,2024-08-15 01:40:55.785828,On Time
3443,4977,1322,2024-07-18 01:40:55.785832,On Time
3444,4747,1227,2024-08-09 01:40:55.785836,On Time
3445,4684,1496,2024-08-02 01:40:55.785840,On Time
3446,4856,1088,2024-07-31 01:40:55.785843,On Time
3447,4886,1126,2024-07-25 01:40:55.785847,Delayed
3448,4476,1045,2024-08-01 01:40:55.785851,On Time
3449,4823,1087,2024-07-21 01:40:55.785854,On Time
3450,4763,1014,2024-08-05 01:40:55.785858,On Time
3451,4728,1431,2024-08-02 01:40:55.785862,On Time
3452,4383,1495,2024-08-07 01:40:55.785866,On Time
3453,4110,1193,2024-07-23 01:40:55.785869,On Time
3454,4698,1095,2024-07-31 01:40:55.785873,On Time
3455,4335,1275,2024-08-06 01:40:55.785879,Delayed
3456,4175,1187,2024-07-23 01:40:55.785883,Delayed
3457,4801,1297,2024-08-14 01:40:55.785886,On Time
3458,4233,1187,2024-07-29 01:40:55.785890,On Time
3459,4906,1264,2024-08-12 01:40:55.785894,On Time
3460,4481,1295,2024-08-05 01:40:55.785898,Delayed
3461,4791,1474,2024-07-28 01:40:55.785901,On Time
3462,4056,1267,2024-08-07 01:40:55.785905,On Time
3463,4357,1355,2024-07-22 01:40:55.785909,On Time
3464,4494,1440,2024-07-20 01:40:55.785913,Delayed
3465,4630,1106,2024-08-15 01:40:55.785916,On Time
3466,4432,1347,2024-07-20 01:40:55.785920,On Time
3467,4799,1436,2024-08-06 01:40:55.785924,On Time
3468,4510,1428,2024-07-29 01:40:55.785928,On Time
3469,4009,1411,2024-08-09 01:40:55.785931,On Time
3470,4482,1200,2024-08-02 01:40:55.785935,On Time
3471,4623,1415,2024-07-18 01:40:55.785939,Delayed
3472,4013,1106,2024-07-21 01:40:55.785942,On Time
3473,4738,1175,2024-08-16 01:40:55.785946,On Time
3474,4217,1312,2024-07-30 01:40:55.785950,On Time
3475,4681,1080,2024-07-18 01:40:55.785954,On Time
3476,4037,1042,2024-08-04 01:40:55.785957,Delayed
3477,4804,1228,2024-07-18 01:40:55.785961,Delayed
3478,4112,1341,2024-07-23 01:40:55.785965,Delayed
